Timestamp,Name,Status
2025-05-01T18:44:40.143976,rochit,AUTHORIZED
2025-05-01T18:44:40.788622,rochit,AUTHORIZED
2025-05-01T18:44:41.427714,rochit,AUTHORIZED
2025-05-01T18:44:43.287697,rochit,AUTHORIZED
2025-05-01T18:44:43.929152,rochit,AUTHORIZED
2025-05-01T18:44:44.558994,rochit,AUTHORIZED
2025-05-01T18:44:45.826670,rochit,AUTHORIZED
2025-05-01T18:44:47.066189,rochit,AUTHORIZED
2025-05-01T18:44:48.959122,rochit,AUTHORIZED
2025-05-01T18:54:45.365558,UNKNOWN,INTRUDER
2025-05-01T18:54:49.096272,UNKNOWN,INTRUDER
2025-05-01T18:54:49.733583,UNKNOWN,INTRUDER
2025-05-01T18:54:50.363740,UNKNOWN,INTRUDER
2025-05-01T18:54:50.997019,UNKNOWN,INTRUDER
2025-05-01T18:54:51.627301,UNKNOWN,INTRUDER
2025-05-01T18:54:52.261849,UNKNOWN,INTRUDER
2025-05-01T18:54:52.896983,UNKNOWN,INTRUDER
2025-05-01T18:54:53.527103,UNKNOWN,INTRUDER
2025-05-01T18:54:54.163742,UNKNOWN,INTRUDER
2025-05-01T18:54:54.795921,UNKNOWN,INTRUDER
2025-05-01T18:54:55.429585,UNKNOWN,INTRUDER
2025-05-01T18:54:56.056823,UNKNOWN,INTRUDER
2025-05-01T18:54:57.330721,rochit,AUTHORIZED
2025-05-01T18:54:57.965382,rochit,AUTHORIZED
2025-05-01T18:54:58.598557,rochit,AUTHORIZED
2025-05-01T18:54:59.225517,rochit,AUTHORIZED
2025-05-01T18:54:59.863248,rochit,AUTHORIZED
2025-05-01T18:55:00.496010,rochit,AUTHORIZED
2025-05-01T18:55:01.134586,rochit,AUTHORIZED
2025-05-03T04:01:30.916782,UNKNOWN,INTRUDER
2025-05-03T04:01:31.546998,UNKNOWN,INTRUDER
2025-05-03T04:01:32.190047,UNKNOWN,INTRUDER
2025-05-03T04:01:32.843255,UNKNOWN,INTRUDER
2025-05-03T04:01:33.479650,UNKNOWN,INTRUDER
2025-05-03T04:01:37.281102,UNKNOWN,INTRUDER
2025-05-03T04:01:39.178703,rochit,AUTHORIZED
2025-05-03T04:01:39.806396,rochit,AUTHORIZED
2025-05-03T04:01:40.442889,rochit,AUTHORIZED
2025-05-03T04:01:41.082331,rochit,AUTHORIZED
2025-05-03T04:01:41.712391,rochit,AUTHORIZED
2025-05-03T04:01:42.347178,rochit,AUTHORIZED
2025-05-03T04:01:42.978062,rochit,AUTHORIZED
2025-05-03T04:01:44.878540,UNKNOWN,INTRUDER
2025-05-03T04:01:45.512654,UNKNOWN,INTRUDER
2025-05-10T10:47:07.891771,rochit,AUTHORIZED
2025-05-10T10:47:09.763730,rochit,AUTHORIZED
2025-05-10T10:47:11.618417,rochit,AUTHORIZED
2025-05-10T10:47:12.258639,rochit,AUTHORIZED
2025-05-10T10:47:12.886550,rochit,AUTHORIZED
2025-05-10T10:47:13.527438,rochit,AUTHORIZED
2025-05-10T10:47:14.152568,rochit,AUTHORIZED
2025-05-10T10:47:14.787175,rochit,AUTHORIZED
2025-05-10T10:47:15.427162,rochit,AUTHORIZED
2025-05-10T10:47:16.058321,rochit,AUTHORIZED
2025-05-10T10:47:16.695600,rochit,AUTHORIZED
2025-05-10T10:47:17.323860,rochit,AUTHORIZED
2025-05-10T10:47:17.954642,rochit,AUTHORIZED
2025-05-10T10:47:18.594343,rochit,AUTHORIZED
2025-05-10T10:47:19.221295,rochit,AUTHORIZED
2025-05-10T10:47:19.859672,rochit,AUTHORIZED
2025-05-10T10:47:20.494074,rochit,AUTHORIZED
2025-05-10T10:47:21.123210,rochit,AUTHORIZED
2025-05-10T15:29:28.604003,rochit,AUTHORIZED
2025-05-10T15:29:29.271605,rochit,AUTHORIZED
2025-05-10T15:29:31.850659,rochit,AUTHORIZED
2025-05-10T15:29:32.487900,rochit,AUTHORIZED
2025-05-10T15:29:33.145381,rochit,AUTHORIZED
2025-05-10T15:29:33.806835,rochit,AUTHORIZED
2025-05-10T15:29:34.469227,rochit,AUTHORIZED
2025-05-10T15:29:35.119881,rochit,AUTHORIZED
2025-05-10T15:29:35.752402,rochit,AUTHORIZED
2025-05-10T15:29:36.386807,rochit,AUTHORIZED
2025-05-10T15:29:37.020548,rochit,AUTHORIZED
2025-05-10T15:29:37.648388,rochit,AUTHORIZED
2025-05-10T15:29:41.458737,rochit,AUTHORIZED
2025-05-10T15:29:42.097728,rochit,AUTHORIZED
2025-05-10T15:29:42.764162,rochit,AUTHORIZED
2025-05-10T15:29:43.407844,rochit,AUTHORIZED
2025-05-10T15:29:44.691141,rochit,AUTHORIZED
2025-05-10T15:29:51.031045,UNKNOWN,INTRUDER
2025-05-10T15:29:52.295640,rochit,AUTHORIZED
2025-05-10T15:29:52.929105,rochit,AUTHORIZED
2025-05-10T15:29:53.568063,rochit,AUTHORIZED
2025-05-10T15:29:54.837929,rochit,AUTHORIZED
2025-05-10T15:30:08.216605,rochit,AUTHORIZED
2025-05-10T15:30:08.857773,rochit,AUTHORIZED
2025-05-10T15:30:11.411895,rochit,AUTHORIZED
2025-05-10T15:30:12.711252,rochit,AUTHORIZED
2025-05-10T15:30:14.646418,rochit,AUTHORIZED
2025-05-10T15:30:15.312069,rochit,AUTHORIZED
2025-05-10T15:30:25.686047,rochit,AUTHORIZED
2025-05-10T15:30:26.351828,rochit,AUTHORIZED
2025-05-10T15:30:26.992742,rochit,AUTHORIZED
2025-05-10T15:30:39.024708,UNKNOWN,INTRUDER
2025-05-10T15:30:39.690624,UNKNOWN,INTRUDER
2025-05-10T15:30:44.123045,rochit,AUTHORIZED
2025-05-10T15:30:44.759495,rochit,AUTHORIZED
2025-05-10T15:30:56.868034,rochit,AUTHORIZED
2025-05-10T15:30:57.572364,rochit,AUTHORIZED
2025-05-10T15:31:01.417105,rochit,AUTHORIZED
2025-05-10T15:31:03.369362,UNKNOWN,INTRUDER
2025-05-10T15:31:04.674880,rochit,AUTHORIZED
2025-05-10T15:31:07.244700,rochit,AUTHORIZED
2025-05-10T15:31:07.912394,rochit,AUTHORIZED
2025-05-10T15:31:08.595129,rochit,AUTHORIZED
2025-05-10T15:31:13.121289,rochit,AUTHORIZED
2025-05-10T15:31:13.788344,rochit,AUTHORIZED
2025-05-10T15:31:15.720841,rochit,AUTHORIZED
2025-05-10T15:31:16.391629,rochit,AUTHORIZED
2025-05-10T15:31:17.686828,rochit,AUTHORIZED
2025-05-10T15:33:50.827209,UNKNOWN,INTRUDER
2025-05-10T15:33:51.463159,UNKNOWN,INTRUDER
2025-05-10T15:33:53.390330,rochit,AUTHORIZED
2025-05-10T15:34:04.821278,rochit,AUTHORIZED
2025-05-10T15:34:05.452613,rochit,AUTHORIZED
2025-05-10T15:34:06.089580,rochit,AUTHORIZED
2025-05-10T15:34:06.717970,UNKNOWN,INTRUDER
2025-05-10T15:46:53.527460,rochit,AUTHORIZED
2025-05-10T15:46:54.859459,rochit,AUTHORIZED
2025-05-10T15:46:58.649143,rochit,AUTHORIZED
2025-05-10T15:46:59.291037,rochit,AUTHORIZED
2025-05-10T15:47:02.455299,rochit,AUTHORIZED
2025-05-10T15:47:06.253811,rochit,AUTHORIZED
2025-05-10T15:47:06.899571,rochit,AUTHORIZED
2025-05-10T15:47:07.553954,rochit,AUTHORIZED
2025-05-10T15:47:08.194493,rochit,AUTHORIZED
2025-05-10T15:47:08.854505,rochit,AUTHORIZED
2025-05-10T15:47:09.486568,rochit,AUTHORIZED
2025-05-10T15:47:59.751116,rochit,AUTHORIZED
2025-05-10T15:48:56.190736,rochit,AUTHORIZED
2025-05-10T15:48:56.864286,rochit,AUTHORIZED
2025-05-10T15:48:57.524767,rochit,AUTHORIZED
2025-05-10T15:48:59.425117,rochit,AUTHORIZED
